lp,słowo,liczba,etykieta
1927,zemsta,2,ADAAA
1928,tutejszy,2,AAEC
1929,iranu,2,-
1930,nakaz,2,ACAAAAA
1931,hipoteza,2,ADAAA
1932,skrócenie,2,AEBAA
1933,badać,2,BDA
1934,biegły,2,BAFAAB
1935,stopień,2,AEBAA
1936,ringerike,2,-
1937,fengsel,2,-
1938,obawa,2,ADAAA
1939,brevik,2,-
1940,sprzęt,2,ACAAAAA
1941,wpłynąć,2,BAEAB
1942,przygotowanie,2,AEBAA
1943,radykał,2,AAAAAA
1944,dyrektor,2,AAACAAAB
1945,tajny,2,CAB
1946,gość,2,BBCA
1947,poważniejszy,2,CAB
1948,copeland,2,-
1949,londynu,2,-
1950,papież,2,AAABD
1951,głupstwo,2,AEAAAB
1952,biskup,2,AAADAA
1953,ryś,2,ABAABA
1954,spór,2,ACAAAAA
1955,kasa,2,ADAAA
1956,szemrać,2,BAAFA
1957,kościelny,2,AAEC
1958,skłonność,2,ADCCA
1959,kowalczyk,2,-
1960,tygodnik,2,ACABBA
1961,ksiądz,2,AAAEB
1962,ósmy,2,CAB
1963,zelandii,2,-
1964,norwegią,2,-
1965,oczywisty,2,CAB
1966,nieuzasadniony,2,CAB
1967,rejestracja,2,ADACBAA
1968,stowarzyszenie,2,AEBAA
1969,odmówić,2,BBCA
1970,brenton,2,-
1971,tarrant,2,-
1972,christchurch,2,-
1973,wychwalać,2,BDA
1974,głośny,2,CAB
1975,paul,2,-
1976,hasson,2,-
1977,potencjalny,2,CAB
1978,spacer,2,ACAAAAA
1979,zajęcie,2,AEBAA
1980,cenzura,2,ADAAA
1981,powierzchnia,2,ADACBAA
1982,kw,2,-
1983,zawartość,2,ADCCA
1984,wpływać,2,BDA
1985,niezwykle,2,FB
1986,przynależność,2,ADCCA
1987,przerosnąć,2,BAEB
1988,nordycki,2,CBA
1989,osłabić,2,BBCA
1990,ravik,2,-
1991,jupskas,2,-
1992,jeździć,2,BBCA
1993,dziewiąty,2,CAB
1994,dziewięć,2,DBBA
1995,odbić,2,AEBAA
1996,ut,2,-
1997,ya,2,-
1998,harrich,2,-
1999,rosjanom,2,-
2000,dwór,2,ACAAAAA
2001,amerykański,2,CBA
2002,śledzić,2,BBCA
2003,ameryce,2,-
2004,zagrzewać,2,BDA
2005,blogu,2,-
2006,jihadwatch,2,-
2007,org,2,-
2008,spencer,2,-
2009,baza,2,ADAAA
2010,światopoglądowy,2,CAB
2011,dżihad,2,-
2012,unabombera,2,-
2013,malkin,2,-
2014,jednomyślnie,2,FB
2015,warunkowy,2,CAB
2016,reda,2,ADAAA
2017,leże,2,AEBAB
2018,ciężarówka,2,ADAB
2019,nauczyciel,2,AAABCA
2020,czynnik,2,ACABBA
2021,późniejszy,2,CAB
2022,płaszczyzna,2,ADAAA
2023,krytyka,2,AAACBA
2024,kształtowanie,2,AEBAA
2025,życzyć,1,BCCA
2026,pc,1,-
2027,rozpaczać,1,BDA
2028,zamęczyć,1,BCCA
2029,anundsen,1,-
2030,gorzeć,1,BAD
2031,grubbegata,1,-
2032,zazwyczaj,1,FC
2033,okoliczny,1,CAB
2034,wypełnić,1,BBCA
2035,mieszanka,1,ADAB
2036,paliwo,1,AEAAAB
2037,piętrowy,1,CAB
2038,wieżowiec,1,ACACBC
2039,wylecieć,1,BBBA
2040,walać,1,BDA
2041,biegać,1,BDA
2042,zdezorientowany,1,BAAA
2043,uratować,1,BAAA
2044,sanitariusz,1,AAABD
2045,przewieźć,1,BAFCAA
2046,strażak,1,AAACBA
2047,udostępnili,1,-
2048,internetowe,1,-
2049,ratownik,1,AAACBA
2050,okolica,1,ADACABB
2051,otoczony,1,CAB
2052,wieścić,1,BBCA
2053,dramatyczny,1,CAB
2054,docierać,1,BDA
2055,prom,1,ACAAAAA
2056,wpuścić,1,BBCA
2057,pojazd,1,ACAAAAA
2058,siedzący,1,CAA
2059,wypchany,1,BDA
2060,magazynek,1,ACABA
2061,zwłoka,1,ADAB
2062,upewnić,1,BBCB
2063,skoczyć,1,BCCA
2064,przeraźliwie,1,FB
2065,zimno,1,AEAAAB
2066,krzak,1,ACABBA
2067,skała,1,ADAAA
2068,skołowany,1,BAAA
2069,zaufać,1,BDA
2070,jorgen,1,-
2071,benone,1,-
2072,nasłuchiwać,1,BAAC
2073,sms,1,-
2074,ów,1,EAABA
2075,zdradzać,1,BDA
2076,słychać,1,BFB
2077,szybki,1,ADAB
2078,reagowanie,1,AEBAA
2079,swat,1,AAAAAA
2080,zgłoszenie,1,AEBAA
2081,dopływać,1,BDA
2082,sądowej,1,-
2083,zalać,1,BAFBD
2084,psycholog,1,-
2085,współautor,1,AAACAAAB
2086,depresja,1,ADACBAA
2087,podsumowywać,1,BAAB
2088,stwierdzać,1,BDA
2089,jasno,1,FA
2090,apelacja,1,ADACBAA
2091,rozczarować,1,BAAA
2092,odsiadka,1,ADAB
2093,wielokrone,1,-
2094,zabójstwo,1,AEAAAB
2095,otrzymać,1,BDA
2096,umieszczony,1,CAB
2097,robota,1,ABABAAA
2098,wykonywać,1,BAAB
2099,solidny,1,CAB
2100,profesjonalny,1,CAB
2101,prawidłowy,1,CAB
2102,czele,1,-
2103,memoriał,1,ACAAAAA
2104,zaostrzać,1,BDA
2105,postąpić,1,BBCA
2106,finlandia,1,-
2107,sztokholmu,1,-
2108,miniony,1,CAB
2109,przedstawić,1,BBCA
2110,utrudnić,1,BBCB
2111,niepowołany,1,CAB
2112,łatwiej,1,FC
2113,przyznany,1,BDA
2114,roboczy,1,CAA
2115,wyjaśniać,1,BDA
2116,zapis,1,ACAAAAA
2117,rozpatrywać,1,BAAB
2118,fosli,1,-
2119,dokładniejszy,1,CAB
2120,kontrolowanie,1,AEBAA
2121,beatrice,1,-
2122,ask,1,-
2123,posiadany,1,BDA
2124,jesienny,1,CAB
2125,sesja,1,ADACBAA
2126,przedstawiony,1,BBCA
2127,propozycja,1,ADACBAA
2128,ubiegać,1,BDA
2129,snajper,1,AAACAAAB
2130,malm,1,ACAAAAA
2131,obydwaj,1,DABAA
2132,szkoda,1,ADAAA
2133,ustawa,1,ADAAA
2134,sankcjonować,1,BAAA
2135,chadecki,1,CBA
2136,tuve,1,-
2137,skaanberg,1,-
2138,ostrzejszy,1,CAB
2139,restrykcja,1,ADACBAA
2140,helsinek,1,-
2141,dolny,1,CAB
2142,azotan,1,ACAAAAA
2143,amon,1,ACAAAAA
2144,wyprodukować,1,BAAA
2145,przebadanie,1,AEBAA
2146,formalnie,1,FB
2147,wojenny,1,CAB
2148,ludność,1,ADCCA
2149,skutkujący,1,BAAA
2150,uszkodzenie,1,AEBAA
2151,dagbladet,1,-
2152,bezprawnie,1,FB
2153,odseparować,1,BAAA
2154,pozbawić,1,BBCA
2155,stronnicowe,1,-
2156,podanie,1,AEBAA
2157,ono,1,EEAAB
2158,argumentacja,1,ADACBAA
2159,przyżył,1,-
2160,powrócić,1,BBCA
2161,postrzelić,1,BBCA
2162,dobić,1,AEBAA
2163,strasznie,1,FB
2164,męczyć,1,BCCA
2165,darować,1,BAAA
2166,zadawać,1,BAAE
2167,newsweeka,1,-
2168,postrzał,1,ACAAAAA
2169,metalowy,1,CAB
2170,bramka,1,ADAB
2171,wykrywający,1,BDA
2172,metal,1,ACACAA
2173,zatrzymywać,1,BAAB
2174,współorganizator,1,AAACAAAB
2175,godizny,1,-
2176,dobrowolnie,1,FB
2177,breivi,1,-
2178,poświęcony,1,BBCA
2179,hjartet,1,-
2180,mot,1,-
2181,steinen,1,-
2182,dosł,1,-
2183,serce,1,AEBAA
2184,ukazać,1,BAAFA
2185,polsku,1,-
2186,tvp,1,-
2187,info,1,-
2188,terapia,1,ADACBAA
2189,tworzenie,1,AEBAA
2190,tłumaczenie,1,AEBAA
2191,wydarzyć się,1,-
2192,odejść,1,AEBAA
2193,dziennikarski,1,CBA
2194,udzielać,1,BDA
2195,llh,1,-
2196,lgbt,1,-
2197,tabloidu,1,-
2198,verdens,1,-
2199,gang,1,ACABA
2200,stwierdzenie,1,AEBAA
2201,potok,1,ACABA
2202,wtorkowy,1,CAB
2203,utrzymać,1,BDA
2204,pobudzenie,1,AEBAA
2205,lek,1,ACABAB
2206,płynąć,1,BAEAB
2207,słyszeć,1,BCBA
2208,nieustający,1,CAA
2209,wylądować,1,BAAA
2210,plaża,1,ADACABB
2211,pobiec,1,BAFAAB
2212,las,1,ACAAAAA
2213,haavard,1,-
2214,gaasbakk,1,-
2215,pistolklubbu,1,-
2216,dwukrotnie,1,FC
2217,wydalić,1,BBCA
2218,loża,1,ADACABB
2219,szkolenie,1,AEBAA
2220,zawód,1,ACAAAAA
2221,zastrzegać,1,BDA
2222,zauważyć,1,BCCA
2223,sharidyn,1,-
2224,svebakk,1,-
2225,bohn,1,-
2226,rówieśnik,1,AAACBA
2227,johannes,1,-
2228,buo,1,-
2229,oboje,1,DDA
2230,dziewczę,1,AECA
2231,ilustracyjny,1,CAB
2232,buø,1,-
2233,daleki,1,CBA
2234,archipelag,1,ACABA
2235,svalbard,1,-
2236,arktyce,1,-
2237,jazda,1,ADAAA
2238,śnieżny,1,CAB
2239,skuter,1,ACAABAA
2240,wesoły,1,CAB
2241,aleksander,1,-
2242,aas,1,-
2243,eriksen,1,-
2244,karin,1,-
2245,elena,1,-
2246,holst,1,-
2247,mnóstwo,1,AEAAAB
2248,powszechnie,1,FB
2249,lubiany,1,CAB
2250,uśmiechnięty,1,BAEAA
2251,pochodzący,1,CAA
2252,karar,1,-
2253,mustafa,1,-
2254,qasim,1,-
2255,ciemnoskóry,1,CAA
2256,ismail,1,-
2257,haji,1,-
2258,ahmed,1,-
2259,piosenkarz,1,AAABD
2260,isma,1,-
2261,brown,1,-
2262,abdim,1,-
2263,farahem,1,-
2264,tamtejszy,1,CAB
2265,edycja,1,ADACBAA
2266,muzyczny,1,CAB
2267,x,1,-
2268,factor,1,-
2269,recepcjonistka,1,ADAB
2270,stołeczny,1,CAB
2271,anne,1,-
2272,lise,1,-
2273,holter,1,-
2274,pasjonatka,1,ADAB
2275,baseballa,1,-
2276,trenować,1,BAAA
2277,zawodniczka,1,ADAB
2278,trond,1,-
2279,berntsen,1,-
2280,brat,1,AAAEA
2281,księżna,1,ADACAC
2282,wysokość,1,ADCCA
2283,modlić się,1,-
2284,odyna,1,-
2285,hala,1,ADACBABA
2286,sportowy,1,CAB
2287,wizytacja,1,ADACBAA
2288,fredrik,1,-
2289,sejersted,1,-
2290,spodziewane,1,-
2291,wchodzić,1,BBCA
2292,unieść,1,BAFCAA
2293,hitlerowski,1,CBA
2294,poprzedni,1,CBB
2295,poczytalny,1,CAB
2296,poruszać,1,BDA
2297,przegrana,1,ADACCBA
2298,wystosować,1,BAAA
2299,sprawiać,1,BDA
2300,żałować,1,BAAA
2301,przyspieszony,1,CAB
2302,manipulacja,1,ADACBAA
2303,megalomania,1,ADACBAA
2304,psychoza,1,ADAAA
2305,mandat,1,ACAAAAA
2306,drogowy,1,CAB
2307,rolniczy,1,CAA
2308,dawać,1,BAAE
2309,zawierający,1,BDA
2310,budowa,1,ADAAA
2311,posiadać,1,BDA
2312,wielbiciel,1,AAABCA
2313,kafki,1,-
2314,orwella,1,-
2315,powodzenie,1,AEBAA
2316,wino,1,ADAAA
2317,butelka,1,ADAB
2318,rocznik,1,ACABBA
2319,uznający,1,BDA
2320,koniec,1,ACACBC
2321,zakonnica,1,ADACABB
2322,założony,1,CAB
2323,wyprawa,1,ADAAA
2324,krzyżowa,1,ADACCBA
2325,pątników,1,-
2326,niewierny,1,AAEC
2327,zamieszczony,1,CAB
2328,prezentować,1,BAAA
2329,rynsztunek,1,ACABA
2330,krzyżowiec,1,AAACBA
2331,pas,1,ACAAAAA
2332,wycelowany,1,BAAA
2333,umieścić,1,BBCA
2334,podpis,1,ACAAAAA
2335,knights,1,-
2336,templar,1,-
2337,poświęcić,1,BBCA
2338,powstrzymanie,1,AEBAA
2339,fundamentalistów,1,-
2340,wysadzający,1,BDA
2341,wykonanie,1,AEBAA
2342,obiec,1,BAFAAB
2343,przystojny,1,CAB
2344,blondyn,1,AAADAA
2345,facet,1,AAADAA
2346,sąsiedztwo,1,AEAAAB
2347,uczący,1,CAA
2348,smestad,1,-
2349,następca,1,AABCBB
2350,tron,1,ACAAAAA
2351,wymordować,1,BAAA
2352,wchodzący,1,CAA
2353,skąpy,1,CAB
2354,wpis,1,ACAAAAA
2355,społecznościowych,1,-
2356,facebook,1,-
2357,twitter,1,-
2358,document,1,-
2359,zatytułować,1,BAAA
2360,półtora,1,DF
2361,skrzyżowanie,1,AEBAA
2362,poradnik,1,ACABBA
2363,podpisać,1,BAAFA
2364,obrazkowy,1,CAB
2365,skrócony,1,BBCA
2366,wrzucić,1,BBCA
2367,youtube,1,-
2368,chwytliwy,1,CAB
2369,medialny,1,CAB
2370,bastion,1,ACAAAAA
2371,brytyjską,1,-
2372,prezentacja,1,ADACBAA
2373,dominacja,1,ADACBAA
2374,wieszczył,1,-
2375,nadejście,1,AEBAA
2376,euroarabii,1,-
2377,turcję,1,-
2378,koń,1,AAABCA
2379,trojański,1,CBA
2380,wizja,1,ADACBAA
2381,dominować,1,BAAA
2382,eussr,1,-
2383,radziecki,1,CBA
2384,marksistowski,1,CBA
2385,sojusznik,1,AAACBA
2386,zbrojny,1,AAEC
2387,zwołanie,1,AEBAA
2388,kongres,1,ACAAAAA
2389,narodzić,1,BBCA
2390,jednolity,1,CAB
2391,stawić się,1,-
2392,czoło,1,AEAAAB
2393,izm,1,-
2394,historycznie,1,FB
2395,komunizm,1,ACAAAAA
2396,nazizm,1,ACAAAAA
2397,równo,1,FA
2398,nazista,1,AABDAA
2399,neonazistowski,1,CBA
2400,wygłaszać,1,BDA
2401,osiągnięcie,1,AEBAA
2402,trzydziestka,1,ADAB
2403,widywać,1,BAAB
2404,dobrowolny,1,CAB
2405,żart,1,ACAAAAA
2406,pastor,1,AAACAAAB
2407,palestyny,1,-
2408,wyglądający,1,BDA
2409,minimalistyczny,1,CAB
2410,zbiorowy,1,CAB
2411,konwersja,1,ADACBAA
2412,protestant,1,AAADAA
2413,katolicyzm,1,ACAAAAA
2414,mieszczący,1,CAA
2415,obniżka,1,ADAB
2416,podatek,1,ACABA
2417,imigracyjny,1,CAB
2418,deportowanie,1,AEBAA
2419,normalizacja,1,ADACBAA
2420,irytować,1,BAAA
2421,płacić,1,BBCA
2422,składka,1,ADAB
2423,karierowicz,1,AAABAB
2424,idealista,1,AABDAA
2425,idealistyczny,1,CAB
2426,antymuzułmańskimi,1,-
2427,islamification,1,-
2428,antyislamskiej,1,-
2429,wyprzeć,1,BABA
2430,podróżować,1,BAAA
2431,skrupulatnie,1,FB
2432,geofarm,1,-
2433,gospodarstwo,1,AEAAAB
2434,rolny,1,CAB
2435,produkować,1,BAAA
2436,asta,1,-
2437,nafaszerowanie,1,AEBAA
2438,nabyć,1,AEBAA
2439,wykorzystać,1,BDA
2440,cichy,1,CAB
2441,metamorfoza,1,ADAAA
2442,alkohol,1,ACACAA
2443,pijać,1,BDA
2444,grywać,1,BDA
2445,fanów,1,-
2446,warcraft,1,-
2447,walc,1,ABAAAB
2448,orka,1,ADAB
2449,usłyszeć,1,BCBA
2450,przecierać,1,BDA
2451,zdumienie,1,AEBAA
2452,całkiem,1,FC
2453,zwyczajny,1,CAB
2454,niezbyt,1,FC
2455,rozmowny,1,CAB
2456,podłożenie,1,AEBAA
2457,sveinung,1,-
2458,sponheim,1,-
2459,małomówny,1,CAB
2460,neurotyczny,1,CAB
2461,nasycić,1,BBCA
2462,antymuzułmańską,1,-
2463,ksenofobicznych,1,-
2464,holandii,1,-
2465,ego,1,-
2466,mcveigha,1,-
2467,pedantycznie,1,FB
2468,szykować,1,BAAA
2469,zamówienie,1,AEBAA
2470,rugera,1,-
2471,używany,1,BDA
2472,jeleni,1,CBB
2473,kusić,1,BBCA
2474,multikulturowych,1,-
2475,mniemanie,1,AEBAA
2476,osłabiać,1,BDA
2477,nina,1,-
2478,witoszek,1,-
2479,kulturoznawca,1,AABCBB
2480,wykładający,1,BDA
2481,rozstrzelać,1,BDA
2482,hitlerjugend,1,-
2483,pogardliwie,1,FB
2484,stoltenbergjugend,1,-
2485,potonąć,1,BAEAB
2486,lodowaty,1,CAB
2487,zemrzeć,1,BABA
2488,namiot,1,ACAAAAA
2489,toaleta,1,ADAAA
2490,wyszukiwać,1,BAAC
2491,zjawić się,1,-
2492,spóźniony,1,BBCB
2493,spóźnienie,1,AEBAA
2494,pojedynka,1,ADAB
2495,słaby,1,CAB
2496,niedzielny,1,CAB
2497,uczestniczący,1,CAA
2498,królowa,1,ADACCAA
2499,sonja,1,-
2500,zdruzgotany,1,BAAFA
2501,składać,1,BDA
2502,paść,1,BAFAAAB
2503,tradycyjny,1,CAB
2504,garnitur,1,ACAAAAA
2505,fotoreporter,1,AAACAAAB
2506,popis,1,ACAAAAA
2507,pozdrowić,1,BBCA
2508,niedoszły,1,CAB
2509,kieszeń,1,ADCAAA
2510,kartka,1,ADAB
2511,ustalić,1,BBCA
2512,szansa,1,ADACABA
2513,wsiąść,1,BAFCAA
2514,auto,1,AEAAAB
2515,lipcowy,1,CAB
2516,wina,1,ADAAA
2517,dopuszczający,1,BDA
2518,niszczenie,1,AEBAA
2519,etniczności,1,-
2520,obalenie,1,AEBAA
2521,zastąpienie,1,AEBAA
2522,kilkusetstronicowy,1,CAB
2523,trafić,1,BBCA
2524,niezadowolony,1,CAB
2525,panująca,1,ADACCBA
2526,popełniony,1,BBCA
2527,poniżać,1,BDA
2528,przede,1,-
2529,pozostały,1,BAFABD
2530,czterostronicowy,1,-
2531,niehumanitarne,1,-
2532,umożliwienie,1,AEBAA
2533,wymienić,1,BBCA
2534,dopuszczalny,1,CAB
2535,geira,1,-
2536,lippestadta,1,-
2537,zmęczony,1,CAB
2538,zakłopotany,1,BAAFA
2539,wyjątkowo,1,FC
2540,oznaka,1,ADAB
2541,opierać,1,BDA
2542,wysoki,1,CBA
2543,zdziwić,1,BBCA
2544,wystarczająco,1,FC
2545,ekstremalny,1,CAB
2546,obiekt,1,ACAAAAA
2547,dodatkowo,1,FC
2548,zasłynąć,1,BAEAB
2549,wiezienie,1,AEBAA
2550,benjamina,1,-
2551,hermansena,1,-
2552,pojęcie,1,AEBAA
2553,spotkać,1,BDA
2554,helen,1,-
2555,andenaes,1,-
2556,sekulic,1,-
2557,decydować,1,BAAA
2558,obligować,1,BAAA
2559,niezapowiedzianych,1,-
2560,niesłusznie,1,FB
2561,uniemożliwiać,1,BDA
2562,wnoszenie,1,AEBAA
2563,zaskarżenie,1,AEBAA
2564,uprawomocnienie,1,AEBAA
2565,marcowy,1,CAB
2566,rozstrzelanie,1,AEBAA
2567,wykonywanie,1,AEBAA
2568,telefoniczny,1,CAB
2569,podłączenie,1,AEBAA
2570,nadanie,1,AEBAA
2571,matrymonialny,1,CAB
2572,zawarcie,1,AEBAA
2573,małżeński,1,CBA
2574,podawanie,1,AEBAA
2575,kawa,1,ADAAA
2576,dziennie,1,FB
2577,niesmaczny,1,CAB
2578,mikrofalówki,1,-
2579,wynoszący,1,BBCA
2580,euro,1,-
2581,maskara,1,-
2582,przyjaźnić się,1,-
2583,przystojniak,1,AAACBA
2584,żenić,1,BBCA
2585,programowo,1,FC
2586,angielsku,1,-
2587,emerytowany,1,CAB
2588,davida,1,-
2589,placówka,1,ADAB
2590,teheranie,1,-
2591,oecd,1,-
2592,wenche,1,-
2593,rozwieść,1,BAFCAA
2594,starszy,1,CAB
2595,ożenić,1,BBCA
2596,bezskutecznie,1,FB
2597,zerwać,1,BAAFB
2598,rodzinny,1,CAB
2599,nieobecność,1,ADCCA
2600,sprawić,1,BBCA
2601,łatwy,1,CAB
2602,rozpatrywany,1,BAAB
2603,uprzywilejowany,1,BAAA
2604,macocha,1,ADAAA
2605,tove,1,-
2606,oszczędzać,1,BDA
2607,ideologiczno,1,-
2608,wywód,1,ACAAAAA
2609,pogrupować,1,BAAA
2610,emerytura,1,ADAAA
2611,żona,1,ADAAA
2612,zniknąć,1,BAEAA
2613,obyczajowy,1,CAB
2614,mąż,1,AAAAB
2615,partnerka,1,ADAB
2616,partner,1,AAACAAAB
2617,kosztowny,1,CAB
2618,choroba,1,ADAAA
2619,weneryczny,1,CAB
2620,upadek,1,ACABA
2621,likwidacja,1,ADACBAA
2622,patriarchat,1,ACAAAAA
2623,odzwierciedlać,1,BDA
2624,liceum,1,AED
2625,klasa,1,ADAAA
2626,szczycić się,1,-
2627,czołowy,1,CAB
2628,grafficiarzy,1,-
2629,pokrywający,1,BDA
2630,przyjaźnie,1,FB
2631,pakistańskiego,1,-
2632,zintegrować,1,BAAA
2633,wybierać,1,BDA
2634,świadomie,1,FB
2635,chrzestna,1,ADACCBA
2636,uchodźczyni,1,-
2637,chile,1,-
2638,napaść,1,ADCCA
2639,okraść,1,BAFAAAA
2640,hopowym,1,-
2641,towarzystwo,1,AEAAAB
2642,rozejść się,1,-
2643,zainteresować,1,BAAA
2644,ćpać,1,BDA
2645,kierunek,1,ACABA
2646,ekonomia,1,ADACBAA
2647,zarządzanie,1,AEBAA
2648,towarzyski,1,CBA
2649,przelotny,1,CAB
2650,romans,1,ACAAAAA
2651,status,1,ACAAAAA
2652,zapobiegliwość,1,ADCCA
2653,urok,1,ACABA
2654,brytyjskich,1,-
2655,donieść,1,BAFCAA
2656,plastyczny,1,CAB
2657,przełomowy,1,CAB
2658,przebudzenie,1,AEBAA
2659,serbii,1,-
2660,wypędzenie,1,AEBAA
2661,albańczyków,1,-
2662,kosowa,1,-
2663,gorąco,1,AEAABA
2664,sprzeciwiać się,1,-
2665,kandydować,1,BAAA
2666,radny,1,AAEC
2667,rozwód,1,ACAAAAA
2668,umiarkowany,1,CAB
2669,hurtownia,1,ADACBAA
2670,wrocławia,1,-
2671,odczynnik,1,ACABBA
2672,wymagany,1,BDA
2673,przyrząd,1,ACAAAAA
2674,radioaktywny,1,CAB
2675,urządzenie,1,AEBAA
2676,emitujący,1,BAAA
2677,jonizujący,1,BAAA
2678,sprowadzić,1,BBCA
2679,mienie,1,AEBAA
2680,sprzedaż,1,ADCAB
2681,dyskusyjny,1,CAB
2682,norsk,1,-
2683,freakforum,1,-
2684,pyroforum,1,-
2685,przetłumaczyć,1,BCCA
2686,włączać,1,BDA
2687,pyro,1,-
2688,prat,1,-
2689,podpisujący,1,CAA
2690,pyromaniac,1,-
2691,internetowy,1,-
2692,język,1,ACABBA
2693,poważnie,1,FB
2694,zachwalać,1,BDA
2695,tani,1,CBB
2696,posiadający,1,BDA
2697,wyczytać,1,BDA
2698,ostrożność,1,ADCCA
2699,przesyłka,1,ADAB
2700,samolot,1,ACAAAAA
2701,niemożliwy,1,CAB
2702,uznawany,1,BAAE
2703,najlepiej,1,FC
2704,odbiór,1,ACAAAAA
2705,dowieźć,1,BAFCAA
2706,dostarczyć,1,BCCA
2707,gram,1,BDA
2708,kg,1,-
2709,płk,1,-
2710,podmiot,1,ACAAAAA
2711,dementować,1,BAAA
2712,pogłoska,1,ADAB
2713,sprzedać,1,BDC
2714,zamawiać,1,BDA
2715,kamuflować,1,BAAA
2716,zakup,1,ACAAAAA
2717,marginalny,1,CAB
2718,wskazujący,1,CAA
2719,chętnie,1,FB
2720,ciężko,1,FA
2721,przestraszony,1,CAB
2722,chcący,1,AAEB
2723,pobawić,1,BBCA
2724,odbierać,1,BDA
2725,sprawdzić,1,BBCA
2726,ubezpieczeniowy,1,CAB
2727,spokrewnić się,1,-
2728,łukaszem,1,-
2729,identyczny,1,CAB
2730,kontaktowy,1,CAB
2731,nieporozumienie,1,AEBAA
2732,granat,1,ACAAAAA
2733,rusznica,1,ADACABB
2734,przeciwpancerny,1,CAB
2735,praga,1,-
2736,tranzytowy,1,CAB
2737,brutalny,1,CAB
2738,gangster,1,AAACAAAB
2739,podróż,1,BCCA
2740,taksówkarz,1,AAABD
2741,nerw,1,ACAAAAA
2742,przebrany,1,BAAFA
2743,pytać,1,BDA
2744,sprawdzać,1,BDA
2745,zdystansować,1,BAAA
2746,vaclav,1,-
2747,klaus,1,-
2748,sympatia,1,ADACBAA
2749,pyta,1,ADAAA
2750,wschodni,1,CBB
2751,diabelski,1,CBA
2752,imperium,1,AED
2753,przywoływać,1,BAAB
2754,czechosłowacji,1,-
2755,wygnany,1,BDA
2756,sudeccy,1,-
2757,przyszłość,1,ADCCA
2758,naśladować,1,BAAA
2759,odniesienie,1,AEBAA
2760,sprzyjać,1,BDA
2761,smoleński,1,-
2762,krakowie,1,-
2763,sprzyjający,1,BDA
2764,wielokulturowej,1,-
2765,fundamentalista,1,-
2766,nadciągać,1,BDA
2767,prorok,1,AAACBA
2768,przewidzieć,1,BBBA
2769,opisywanie,1,AEBAA
2770,przeżywać,1,BDA
2771,dostrzegać,1,BDA
2772,całość,1,ADCCA
2773,symptom,1,ACAAAAA
2774,towarzyszyć,1,BCCA
2775,napięcie,1,AEBAA
2776,istota,1,ADAAA
2777,struktura,1,ADAAA
2778,zlepek,1,ACABA
2779,dostosowanie,1,AEBAA
2780,tworzyć,1,BCCA
2781,asymilacyjny,1,CAB
2782,jedność,1,ADCCA
2783,romantyczny,1,CAB
2784,wynalazek,1,ACABA
2785,wyrosły,1,CAB
2786,norma,1,ADAAA
2787,przybyły,1,BEB
2788,agresja,1,ADACBAA
2789,idący,1,CAA
2790,kakofonia,1,ADACBAA
2791,mitologia,1,ADACBAA
2792,wiking,1,AAAAB
2793,szanować,1,BAAA
2794,mason,1,AAADAA
2795,marzyć,1,BCCA
2796,powołanie,1,AEBAA
2797,walczący,1,CAA
2798,kaczyńskiego,1,-
2799,niezrównoważony,1,CAB
2800,przytulać,1,BDA
2801,odklejać,1,BDA
2802,grupka,1,ADAB
2803,śledczy,1,AAEB
2804,siatka,1,ADAB
2805,kupa,1,ADAAA
2806,inteligentny,1,CAB
2807,ubzdurać,1,BDA
2808,islamistyczny,1,CAB
2809,samobójca,1,AABCBB
2810,pokiereszowany,1,BAAA
2811,wyrastać,1,BDA
2812,urlike,1,-
2813,zmysł,1,ACAAAAA
2814,podkładanie,1,AEBAA
2815,supermarketach,1,-
2816,porywanie,1,AEBAA
2817,mordowanie,1,AEBAA
2818,przemysłowiec,1,AAACBA
2819,przekonanie,1,AEBAA
2820,funkcjonować,1,BAAA
2821,rachunek,1,ACABA
2822,rozwiązywanie,1,AEBAA
2823,wyjątek,1,ACABA
2824,niedawny,1,CAB
2825,peryferyjny,1,CAB
2826,przyjazny,1,CAB
2827,pozór,1,ACAAAAA
2828,bezproblemowy,1,CAB
2829,multikulturalizm,1,-
2830,teoretyk,1,AAACBA
2831,liberał,1,AAAAAA
2832,pięknoduch,1,AAACBA
2833,cywilizacyjny,1,CAB
2834,feudalizm,1,ACAAAAA
2835,biblioteka,1,ADAB
2836,nierówność,1,ADCCA
2837,ekonomiczny,1,CAB
2838,emigracja,1,ADACBAA
2839,demografia,1,ADACBAA
2840,starzeć się,1,-
2841,schizofreniczny,1,CAB
2842,dostatek,1,ACABA
2843,znak,1,ACABA
2844,islamizm,1,-
2845,islamizmem,1,-
2846,rzeczywisty,1,CAB
2847,asymilacja,1,ADACBAA
2848,kryzys,1,ACAAAAA
2849,urągać,1,BDA
2850,polakom,1,-
2851,czechom,1,-
2852,zabierać,1,BDA
2853,rozpoznać,1,BDA
2854,potomek,1,AAAAB
2855,pokolenie,1,AEBAA
2856,algierii,1,-
2857,turcji,1,-
2858,dziadek,1,AAAAB
2859,wykorzenić,1,BBCA
2860,konkretny,1,CAB
2861,wpływowy,1,CAB
2862,zmierzch,1,ACAAAB
2863,niemodny,1,CAB
2864,świt,1,ACAAAAA
2865,ksenofob,1,AAADAA
2866,imigranckie,1,-
2867,osiedlać,1,BDA
